0,-33.8125054998375,151.197314502509,-8.4917567722866,18.1030458996677,0
60,-33.818980593084,151.203052324883,-12.9217341847042,15.2935798754119,0
120,-33.8243110850637,151.211323231673,-9.99856527901919,17.3298876797286,0
180,-33.8327733995167,151.212105151122,-19.6721525890376,-3.49766271216597,0
240,-33.8429091664001,151.211400388265,-19.2949860227452,5.21205693771777,0
300,-33.8521058775852,151.210752153629,-13.5921814107277,-6.29096030423718,0
360,-33.8595483134237,151.206083894814,-14.5026318774278,-3.87998547903327,0
420,-33.8614635341672,151.213088775072,14.7938990283609,2.58393146133208,0
480,-33.8587635909572,151.21366573111,1.07791888586683,1.08616429176094,0
540,-33.8577815679343,151.214298570095,1.49803421520989,0.400546639892445,0
600,-33.8567499259776,151.214538376755,-0.0105642183396679,-0.0038870179455835,0
